26,31,23,4
31,31,23,4
24,31,22,4
23,31,21,4
2,31,20,90
11,31,20,4
2,31,19,90
10,31,19,4
11,31,19,4
18,31,19,90
3,31,18,90
8,31,18,4
12,31,18,4
19,31,18,90
7,31,17,4
13,31,17,4
20,31,17,90
7,31,16,4
13,31,16,4
7,31,15,4
8,31,15,4
12,31,15,4
24,31,15,90
25,31,15,4
28,31,15,90
9,31,14,4
11,31,14,4
22,31,14,90
9,31,13,4
10,31,13,4
20,31,13,90
25,31,13,4
8,31,12,4
11,31,12,4
19,31,12,90
25,31,12,4
7,31,11,4
11,31,11,4
6,31,10,4
11,31,10,4
24,31,10,4
4,30,9,4
2,31,9,90
3,31,9,90
13,31,9,4
21,31,9,4
1,31,8,90
2,31,8,90
5,31,8,4
14,31,8,4
