13,0,21,120
14,0,21,120
13,0,20,120
14,0,20,120
15,0,20,120
16,0,20,120
18,0,19,120
20,0,19,119
21,0,19,119
23,0,19,119
24,0,19,119
7,0,18,120
8,0,18,120
10,0,18,119
11,0,18,119
12,0,18,119
16,0,18,119
17,0,18,119
19,0,18,120
20,0,18,120
21,0,18,120
22,0,18,120
24,0,18,120
15,31,18,114
6,0,17,120
7,0,17,120
8,0,17,120
10,0,17,119
11,0,17,118
13,0,17,118
14,0,17,119
15,0,17,119
16,0,17,119
17,0,17,119
18,0,17,119
20,0,17,118
21,0,17,118
23,0,17,118
24,0,17,118
25,0,17,118
26,0,17,118
27,0,17,118
13,30,17,114
15,31,17,114
5,0,16,118
6,0,16,118
7,0,16,118
8,0,16,118
9,0,16,118
10,0,16,118
11,0,16,118
12,0,16,118
13,0,16,118
14,0,16,118
18,0,16,118
19,0,16,118
20,0,16,118
21,0,16,118
22,0,16,118
23,0,16,119
24,0,16,118
25,0,16,119
26,0,16,118
27,0,16,118
28,0,16,119
21,30,16,114
13,31,16,114
15,31,16,114
17,31,16,114
18,0,15,119
19,0,15,119
20,0,15,119
21,0,15,119
22,0,15,119
23,0,15,119
24,0,15,119
25,0,15,119
26,0,15,119
18,1,15,114
17,2,15,114
17,3,15,114
17,4,15,114
17,5,15,114
17,6,15,114
15,7,15,114
16,7,15,114
15,8,15,114
16,8,15,114
15,9,15,114
16,9,15,114
15,10,15,114
16,10,15,114
15,11,15,114
16,11,15,114
15,12,15,114
16,12,15,114
15,13,15,114
16,13,15,114
15,14,15,114
16,14,15,114
16,15,15,114
15,16,15,114
16,16,15,114
15,17,15,114
16,17,15,114
15,18,15,114
16,18,15,114
15,19,15,114
16,19,15,114
15,20,15,114
15,21,15,114
16,21,15,114
15,22,15,114
16,22,15,114
15,23,15,114
16,23,15,114
15,24,15,114
16,24,15,114
15,25,15,114
16,25,15,114
15,26,15,114
16,26,15,114
15,27,15,114
16,27,15,114
15,28,15,114
16,28,15,114
15,29,15,114
16,29,15,114
15,30,15,114
16,30,15,114
11,31,15,114
12,31,15,114
13,31,15,114
14,31,15,114
15,31,15,114
16,31,15,114
17,31,15,114
18,31,15,114
19,31,15,114
20,31,15,114
0,0,14,119
1,0,14,119
2,0,14,119
6,0,14,119
7,0,14,119
8,0,14,119
9,0,14,119
10,0,14,119
11,0,14,118
12,0,14,118
13,0,14,118
14,0,14,118
19,0,14,119
20,0,14,119
21,0,14,119
22,0,14,119
23,0,14,119
24,0,14,119
25,0,14,119
15,6,14,114
15,7,14,114
15,9,14,114
15,10,14,114
15,11,14,114
15,12,14,114
15,14,14,114
15,15,14,114
15,16,14,114
15,17,14,114
15,18,14,114
15,19,14,114
15,21,14,114
15,22,14,114
15,23,14,114
15,24,14,114
15,25,14,114
15,26,14,114
15,27,14,114
15,28,14,114
16,31,14,114
4,0,13,119
7,0,13,119
9,0,13,119
12,0,13,119
13,0,13,119
14,0,13,119
17,0,13,118
18,0,13,118
19,0,13,118
20,0,13,118
21,0,13,118
22,0,13,118
23,0,13,118
24,0,13,118
14,31,13,114
16,31,13,114
18,31,13,114
8,0,12,119
9,0,12,119
10,0,12,119
12,0,12,119
14,0,12,119
17,0,12,118
18,0,12,118
20,0,12,118
18,1,12,118
11,30,12,114
9,31,12,114
10,31,12,114
16,31,12,114
11,0,11,119
13,0,11,119
14,0,11,119
16,31,11,114
13,0,10,119
14,0,10,119
15,0,10,119
19,1,10,118
15,0,9,119
18,1,9,118
19,1,9,118
17,31,9,114
15,0,8,119
18,1,8,118
18,31,8,114
15,0,7,119
18,1,7,118
20,30,7,114
21,30,7,114
18,31,7,114
14,0,6,119
17,31,6,114
17,0,5,119
